date,ID,time_rel_sunrise,UST,Phase,index
2022-05-14,YKY,-1342.212746,18,DC,11978
2022-05-14,DgTbO,-1341.818344,20,DC,378
2022-05-14,RRO,-1341.791896,12,DC,8536
2022-05-14,LbOW,-1341.606138,13,DC,6284
2022-05-14,TbTbLg,-1340.013389,20,DC,9948
2022-05-14,YKY,-1335.751917,1,DC,11979
2022-05-14,DgTbO,-1335.668245,7,DC,379
2022-05-14,LbOW,-1335.097592,8,DC,6285
2022-05-14,RRO,-1334.051888,30,DC,8537
2022-05-14,TbTbLg,-1333.999656,19,DC,9949
2022-05-14,YKY,-1330.438429,27,DC,11980
2022-05-14,DgTbO,-1330.336188,20,DC,380
2022-05-14,TbTbLg,-1328.669012,17,DC,9950
2022-05-14,LbOW,-1327.803921,9,DC,6286
2022-05-14,YKY,-1325.509986,9,DC,11981
2022-05-14,DgTbO,-1322.855539,33,DC,381
2022-05-14,RRO,-1322.827556,8,DC,8538
2022-05-14,LbOW,-1321.652294,8,DC,6287
2022-05-14,TbTbLg,-1321.175604,8,DC,9951
2022-05-14,YKY,-1319.843078,3,DC,11982
2022-05-14,DgTbO,-1315.49316,153,DC,382
2022-05-14,TbTbLg,-1313.89985,3,DC,9952
2022-05-14,YKY,-1313.401932,166,DC,11983
2022-05-14,LbOW,-1313.319175,3,DC,6288
2022-05-14,RRO,-1312.786405,9,DC,8539
2022-05-14,DgTbO,-1309.185366,8,DC,383
2022-05-14,TbTbLg,-1307.129798,9,DC,9953
2022-05-14,YKY,-1307.072795,3,DC,11984
2022-05-14,LbOW,-1305.731081,3,DC,6289
2022-05-14,YKY,-1301.423414,166,DC,11985
2022-05-14,DgTbO,-1301.073938,8,DC,384
2022-05-14,TbTbLg,-1300.458027,60,DC,9954
2022-05-14,LbOW,-1300.007703,9,DC,6290
2022-05-14,RRO,-1299.310437,9,DC,8540
2022-05-14,DgTbO,-1294.332479,33,DC,385
2022-05-14,YKY,-1293.930729,9,DC,11986
2022-05-14,LbOW,-1293.499123,10,DC,6291
2022-05-14,TbTbLg,-1293.477288,9,DC,9955
2022-05-14,RRO,-1292.101844,8,DC,8541
2022-05-14,YKY,-1288.644756,8,DC,11987
2022-05-14,DgTbO,-1287.108084,20,DC,386
2022-05-14,TbTbLg,-1286.566713,8,DC,9956
2022-05-14,DgTbO,-1280.179366,33,DC,387
2022-05-14,TbTbLg,-1279.164602,3,DC,9957
2022-05-14,LbOW,-1278.760106,13,DC,6292
2022-05-14,YKY,-1278.429874,166,DC,11988
2022-05-14,RRO,-1277.392348,97,DC,8542
2022-05-14,DgTbO,-1274.206674,7,DC,388
2022-05-14,TbTbLg,-1272.408543,9,DC,9958
2022-05-14,LbOW,-1271.457509,29,DC,6293
2022-05-14,YKY,-1271.177269,9,DC,11989
2022-05-14,RRO,-1268.577787,12,DC,8543
2022-05-14,DgTbO,-1267.869307,10,DC,389
2022-05-14,LbOW,-1266.389889,9,DC,6294
2022-05-14,TbTbLg,-1265.982612,60,DC,9959
2022-05-14,YKY,-1265.044638,3,DC,11990
2022-05-14,DgTbO,-1262.468258,20,DC,390
2022-05-14,LbOW,-1260.9564,8,DC,6295
2022-05-14,YKY,-1259.792463,166,DC,11991
2022-05-14,RRO,-1259.760944,12,DC,8544
2022-05-14,TbTbLg,-1259.289763,8,DC,9960
2022-05-14,DgTbO,-1256.70254,7,DC,391
2022-05-14,LbOW,-1254.612686,10,DC,6296
2022-05-14,TbTbLg,-1252.252842,3,DC,9961
2022-05-14,YKY,-1251.146644,27,DC,11992
2022-05-14,RRO,-1250.741531,10,DC,8545
2022-05-14,DgTbO,-1250.138492,154,DC,392
2022-05-14,LbOW,-1248.349727,9,DC,6297
2022-05-14,TbTbLg,-1246.213126,62,DC,9962
2022-05-14,YKY,-1245.04151,169,DC,11993
2022-05-14,DgTbO,-1244.126375,32,DC,393
2022-05-14,RRO,-1242.16058,98,DC,8546
2022-05-14,TbTbLg,-1240.763374,16,DC,9963
2022-05-14,LbOW,-1240.485045,8,DC,6298
2022-05-14,YKY,-1239.770801,8,DC,11994
2022-05-14,DgTbO,-1237.838293,8,DC,394
2022-05-14,TbTbLg,-1235.805177,5,DC,9964
2022-05-14,RRO,-1233.871026,5,DC,8547
2022-05-14,LbOW,-1233.695459,3,DC,6299
2022-05-14,YKY,-1233.404815,3,DC,11995
2022-05-14,DgTbO,-1230.278796,33,DC,395
2022-05-14,TbTbLg,-1229.688253,60,DC,9965
2022-05-14,LbOW,-1227.436793,13,DC,6300
2022-05-14,YKY,-1226.944434,166,DC,11996
2022-05-14,RRO,-1225.413592,97,DC,8548
2022-05-14,DgTbO,-1224.375096,153,DC,396
2022-05-14,TbTbLg,-1222.433574,9,DC,9966
2022-05-14,LbOW,-1221.17804,29,DC,6301
2022-05-14,YKY,-1218.542292,1,DC,11997
2022-05-14,DgTbO,-1217.594217,1,DC,397
2022-05-14,RRO,-1216.994574,30,DC,8549
2022-05-14,TbTbLg,-1215.326423,20,DC,9967
2022-05-14,LbOW,-1214.336277,21,DC,6302
2022-05-14,YKY,-1212.728655,18,DC,11998
2022-05-14,DgTbO,-1210.724635,20,DC,398
2022-05-14,TbTbLg,-1209.581661,1,DC,9968
2022-05-14,RRO,-1208.855296,30,DC,8550
2022-05-14,LbOW,-1208.651655,10,DC,6303
2022-05-14,YKY,-1205.083845,1,DC,11999
2022-05-14,DgTbO,-1203.293265,10,DC,399
2022-05-14,TbTbLg,-1203.197867,18,DC,9969
2022-05-14,LbOW,-1201.723749,13,DC,6304
2022-05-14,RRO,-1200.307668,97,DC,8551
2022-05-14,YKY,-1198.71548,13,DC,12000
2022-05-14,TbTbLg,-1197.628682,19,DC,9970
2022-05-14,DgTbO,-1196.344836,33,DC,400
2022-05-14,LbOW,-1194.639747,29,DC,6305
2022-05-14,YKY,-1192.983577,165,DC,12001
2022-05-14,RRO,-1191.851601,97,DC,8552
2022-05-14,TbTbLg,-1191.722422,3,DC,9971
2022-05-14,DgTbO,-1190.490409,7,DC,401
2022-05-14,LbOW,-1187.475441,10,DC,6306
2022-05-14,TbTbLg,-1184.980461,17,DC,9972
2022-05-14,DgTbO,-1184.153047,20,DC,402
2022-05-14,YKY,-1183.493821,17,DC,12002
2022-05-14,RRO,-1182.918736,12,DC,8553
2022-05-14,LbOW,-1180.770863,21,DC,6307
2022-05-14,TbTbLg,-1178.582574,21,DC,9973
2022-05-14,YKY,-1175.311135,10,DC,12003
2022-05-14,RRO,-1175.291939,10,DC,8554
2022-05-14,LbOW,-1174.369113,9,DC,6308
2022-05-14,DgTbO,-1174.168992,33,DC,403
2022-05-14,TbTbLg,-1172.73952,22,DC,9974
2022-05-14,LbOW,-1166.986203,8,DC,6309
2022-05-14,RRO,-1166.56529,5,DC,8555
2022-05-14,DgTbO,-1166.116699,8,DC,404
2022-05-14,TbTbLg,-1165.470843,8,DC,9975
2022-05-14,TbTbLg,-1157.907147,16,DC,9976
2022-05-14,LbOW,-1156.7215,5,DC,6310
2022-05-14,DgTbO,-1155.728551,8,DC,405
2022-05-14,RRO,-1154.085177,5,DC,8556
2022-05-14,TbTbLg,-1152.225626,13,DC,9977
2022-05-14,LbOW,-1148.45532,5,DC,6311
2022-05-14,DgTbO,-1147.410148,33,DC,406
2022-05-14,TbTbLg,-1145.70135,5,DC,9978
2022-05-14,RRO,-1144.025063,12,DC,8557
2022-05-14,LbOW,-1142.459774,9,DC,6312
2022-05-14,DgTbO,-1141.171345,153,DC,407
2022-05-14,TbTbLg,-1138.144736,8,DC,9979
2022-05-14,RRO,-1135.263724,3,DC,8558
2022-05-14,DgTbO,-1133.503433,1,DC,408
2022-05-14,LbOW,-1133.22556,3,DC,6313
2022-05-14,TbTbLg,-1131.153418,3,DC,9980
2022-05-14,DgTbO,-1126.111487,33,DC,409
2022-05-14,TbTbLg,-1122.73299,9,DC,9981
2022-05-14,LbOW,-1121.48874,9,DC,6314
2022-05-14,DgTbO,-1119.527727,8,DC,410
2022-05-14,RRO,-1116.44227,3,DC,8559
2022-05-14,TbTbLg,-1114.937542,3,DC,9982
2022-05-14,LbOW,-1113.798026,3,DC,6315
2022-05-14,DgTbO,-1112.224484,10,DC,411
2022-05-14,TbTbLg,-1108.357107,9,DC,9983
2022-05-14,RRO,-1108.194344,9,DC,8560
2022-05-14,LbOW,-1106.303588,8,DC,6316
2022-05-14,DgTbO,-1105.69986,8,DC,412
2022-05-14,TbTbLg,-1101.285021,60,DC,9984
2022-05-14,DgTbO,-1098.938688,154,DC,413
2022-05-14,YKY,-1098.257534,167,DC,12004
2022-05-14,LbOW,-1097.252275,3,DC,6317
2022-05-14,RRO,-1097.025515,8,DC,8561
2022-05-14,TbTbLg,-1094.627335,8,DC,9985
2022-05-14,DgTbO,-1091.960692,8,DC,414
2022-05-14,LbOW,-1089.512488,10,DC,6318
2022-05-14,TbTbLg,-1086.937238,10,DC,9986
2022-05-14,RRO,-1084.899241,12,DC,8562
2022-05-14,DgTbO,-1083.583152,153,DC,415
2022-05-14,LbOW,-1082.424003,9,DC,6319
2022-05-14,TbTbLg,-1080.110988,3,DC,9987
2022-05-14,DgTbO,-1074.614258,33,DC,416
2022-05-14,LbOW,-1074.407638,21,DC,6320
2022-05-14,TbTbLg,-1073.404142,9,DC,9988
2022-05-14,DgTbO,-1067.527846,153,DC,417
2022-05-14,LbOW,-1067.176397,29,DC,6321
2022-05-14,RRO,-1066.976511,30,DC,8563
2022-05-14,TbTbLg,-1065.903652,62,DC,9989
2022-05-14,LbOW,-1061.033692,8,DC,6322
2022-05-14,TbTbLg,-1059.583064,8,DC,9990
2022-05-14,DgTbO,-1059.140451,1,DC,418
2022-05-14,YKY,-1056.356615,9,DC,12005
2022-05-14,LbOW,-1054.083445,29,DC,6323
2022-05-14,TbTbLg,-1052.820041,3,DC,9991
2022-05-14,DgTbO,-1051.255708,20,DC,419
2022-05-14,LbOW,-1045.433616,13,DC,6324
2022-05-14,TbTbLg,-1044.771758,9,DC,9992
2022-05-14,DgTbO,-1043.430102,7,DC,420
2022-05-14,TbTbLg,-1036.140644,19,DC,9993
2022-05-14,DgTbO,-1035.97902,20,DC,421
2022-05-14,LbOW,-1035.690856,29,DC,6325
2022-05-14,DgTbO,-1030.282293,7,DC,422
2022-05-14,TbTbLg,-1029.251203,3,DC,9994
2022-05-14,LbOW,-1026.676411,3,DC,6326
2022-05-14,YKY,-1026.440488,170,DC,12006
2022-05-14,TbTbLg,-1022.481151,60,DC,9995
2022-05-14,DgTbO,-1022.052594,33,DC,423
2022-05-14,LbOW,-1017.811279,9,DC,6327
2022-05-14,DgTbO,-1016.572698,7,DC,424
2022-05-14,TbTbLg,-1016.272918,9,DC,9996
2022-05-14,RRO,-1014.894619,12,DC,8564
2022-05-14,LbOW,-1012.136918,8,DC,6328
2022-05-14,DgTbO,-1010.767556,20,DC,425
2022-05-14,TbTbLg,-1010.240268,8,DC,9997
2022-05-14,RRO,-1005.40768,3,DC,8565
2022-05-14,DgTbO,-1002.734974,154,DC,426
2022-05-14,TbTbLg,-1002.451829,60,DC,9998
2022-05-14,LbOW,-999.3696165,9,DC,6329
2022-05-14,RRO,-995.8858479,12,DC,8566
2022-05-14,TbTbLg,-994.7196586,9,DC,9999
2022-05-14,DgTbO,-994.6334019,153,DC,427
2022-05-14,YKY,-993.2647173,170,DC,12007
2022-05-14,LbOW,-992.2632837,10,DC,6330
2022-05-14,RRO,-987.3187729,10,DC,8567
2022-05-14,TbTbLg,-986.2922079,3,DC,10000
2022-05-14,DgTbO,-986.1375955,153,DC,428
2022-05-14,LbOW,-984.6662467,10,DC,6331
2022-05-14,TbTbLg,-978.1104816,5,DC,10001
2022-05-14,YKY,-977.9607903,30,DC,12008
2022-05-14,DgTbO,-977.7600564,1,DC,429
2022-05-14,RRO,-976.986821,30,DC,8568
2022-05-14,LbOW,-976.0788808,5,DC,6332
2022-05-14,TbTbLg,-970.3782955,8,DC,10002
2022-05-14,DgTbO,-969.520501,8,DC,430
2022-05-14,YKY,-968.8180691,8,DC,12009
2022-05-14,RRO,-966.9362732,3,DC,8569
2022-05-14,LbOW,-966.4610214,8,DC,6333
2022-05-14,TbTbLg,-963.7346437,3,DC,10003
2022-05-14,YKY,-963.203072,9,DC,12010
2022-05-14,DgTbO,-961.3597924,20,DC,431
2022-05-14,LbOW,-957.9271781,3,DC,6334
2022-05-14,YKY,-957.8646269,170,DC,12011
2022-05-14,RRO,-956.9191541,9,DC,8570
2022-05-14,TbTbLg,-956.093755,20,DC,10004
2022-05-14,DgTbO,-954.4803544,7,DC,432
2022-05-14,YKY,-951.9106904,1,DC,12012
2022-05-14,RRO,-949.6217349,30,DC,8571
2022-05-14,TbTbLg,-949.3798835,62,DC,10005
2022-05-14,LbOW,-948.1799547,3,DC,6335
2022-05-14,DgTbO,-947.610773,33,DC,433
2022-05-14,YKY,-947.325908,167,DC,12013
2022-05-14,TbTbLg,-942.5115112,19,DC,10006
2022-05-14,DgTbO,-941.1748518,10,DC,434
2022-05-14,YKY,-940.5429424,19,DC,12014
2022-05-14,RRO,-940.4358099,12,DC,8572
2022-05-14,LbOW,-939.8423949,10,DC,6336
2022-05-14,YKY,-933.8479041,17,DC,12015
2022-05-14,TbTbLg,-933.5573424,3,DC,10007
2022-05-14,DgTbO,-932.8860161,8,DC,435
2022-05-14,RRO,-931.5218344,98,DC,8573
2022-05-14,YKY,-926.1364783,3,DC,12016
2022-05-14,LbOW,-924.6438684,17,DC,6337
2022-05-14,TbTbLg,-923.7814837,19,DC,10008
2022-05-14,DgTbO,-923.3651862,8,DC,436
2022-05-14,RRO,-922.6009209,98,DC,8574
2022-05-14,YKY,-920.4061284,167,DC,12017
2022-05-14,TbTbLg,-917.4047127,62,DC,10009
2022-05-14,LbOW,-914.9278661,9,DC,6338
2022-05-14,RRO,-913.7341443,9,DC,8575
2022-05-14,YKY,-913.5868298,19,DC,12018
2022-05-14,DgTbO,-913.4895467,4,DC,437
2022-05-14,TbTbLg,-911.9830332,1,DC,10010
2022-05-14,YKY,-907.0884795,8,DC,12019
2022-05-14,LbOW,-906.5546196,13,DC,6339
2022-05-14,DgTbO,-905.4766769,4,DC,438
2022-05-14,TbTbLg,-904.623052,18,DC,10011
2022-05-14,RRO,-904.4732683,3,DC,8576
2022-05-14,YKY,-903.4652362,35,DC,12020
2022-05-14,DgTbO,-897.0202911,12,DC,439
2022-05-14,YKY,-896.782883,9,DC,12021
2022-05-14,TbTbLg,-896.4484248,9,DC,10012
2022-05-14,LbOW,-896.294381,9,DC,6340
2022-05-14,RRO,-895.5939829,9,DC,8577
2022-05-14,YKY,-889.8171357,8,DC,12022
2022-05-14,TbTbLg,-888.1192845,8,DC,10013
2022-05-14,DgTbO,-887.6472978,32,DC,440
2022-05-14,RRO,-887.5181394,3,DC,8578
2022-05-14,LbOW,-887.2252241,120,DC,6341
2022-05-14,YKY,-882.9716211,170,DC,12023
2022-05-14,TbTbLg,-879.6918338,60,DC,10014
2022-05-14,DgTbO,-879.4373095,33,DC,441
2022-05-14,RRO,-878.6943581,8,DC,8579
2022-05-14,LbOW,-878.3568109,8,DC,6342
2022-05-14,YKY,-878.1750512,NA,DC,12024
2022-05-14,DgTbO,-871.0499144,11,DC,442
2022-05-14,TbTbLg,-870.2881505,9,DC,10015
2022-05-14,RRO,-868.7258051,9,DC,8580
2022-05-14,LbOW,-866.0891405,117,DC,6343
2022-05-14,YKY,-864.3974584,35,DC,12025
2022-05-14,TbTbLg,-863.5602357,3,DC,10016
2022-05-14,RRO,-860.9691101,9,DC,8581
2022-05-14,DgTbO,-859.8437168,8,DC,443
2022-05-14,RRO,-853.3664184,3,DC,8582
2022-05-14,TbTbLg,-852.5062468,8,DC,10017
2022-05-14,DgTbO,-851.0719406,10,DC,444
2022-05-14,YKY,-850.8153009,167,DC,12026
2022-05-14,RRO,-843.8349601,12,DC,8583
2022-05-14,TbTbLg,-842.6391066,9,DC,10018
2022-05-14,DgTbO,-840.8513436,8,DC,445
2022-05-14,RRO,-833.1157348,5,DC,8584
2022-05-14,TbTbLg,-833.0809586,9,DC,10019
2022-05-14,DgTbO,-831.7444658,33,DC,446
2022-05-14,RRO,-824.9302504,9,DC,8585
2022-05-14,TbTbLg,-823.5719851,3,DC,10020
2022-05-14,DgTbO,-822.7460032,8,DC,447
2022-05-14,RRO,-816.071779,12,DC,8586
2022-05-14,YKY,-814.5587591,9,DC,12027
2022-05-14,DgTbO,-809.1842484,1,DC,448
2022-05-14,TbTbLg,-807.7564693,63,DC,10021
2022-05-14,RRO,-806.8581019,10,DC,8587
2022-05-14,YKY,-806.6628106,21,DC,12028
2022-05-14,DgTbO,-801.7725903,20,DC,449
2022-05-14,YKY,-799.5637465,20,DC,12029
2022-05-14,RRO,-797.4931558,30,DC,8588
2022-05-14,DgTbO,-793.7892883,7,DC,450
2022-05-14,YKY,-793.1680843,1,DC,12030
2022-05-14,RRO,-789.8835261,30,DC,8589
2022-05-14,YKY,-786.8251939,30,DC,12031
2022-05-14,DgTbO,-785.7665633,20,DC,451
2022-05-14,RRO,-782.3557854,30,DC,8590
2022-05-14,TbTbLg,-781.1446747,8,DC,10025
2022-05-14,YKY,-780.4561589,30,DC,12032
2022-05-14,DgTbO,-779.1729473,33,DC,452
2022-05-14,TbTbLg,-773.5529462,3,DC,10026
2022-05-14,YKY,-773.1666355,17,DC,12033
2022-05-14,RRO,-772.0337307,12,DC,8591
2022-05-14,DgTbO,-768.9523496,10,DC,453
2022-05-14,YKY,-765.9520136,3,DC,12034
2022-05-14,TbTbLg,-765.7610552,19,DC,10028
2022-05-14,RRO,-761.2877839,12,DC,8592
2022-05-14,DgTbO,-759.352676,7,DC,454
2022-05-14,YKY,-758.7651645,9,DC,12035
2022-05-14,TbTbLg,-758.1552494,17,DC,10029
2022-05-14,RRO,-750.8946451,12,DC,8593
2022-05-14,DgTbO,-750.6006117,7,DC,455
2022-05-14,YKY,-750.1485442,170,DC,12036
2022-05-14,TbTbLg,-748.8850537,19,DC,10030
2022-05-14,TbTbLg,-740.4364866,1,DC,10031
2022-05-14,YKY,-739.6396201,8,DC,12037
2022-05-14,RRO,-739.3164738,8,DC,8594
2022-05-14,DgTbO,-738.5271001,20,DC,456
2022-05-14,TbTbLg,-731.7632353,20,DC,10032
2022-05-14,YKY,-729.673741,NA,DC,12038
2022-05-14,RRO,-728.043575,30,DC,8595
2022-05-14,YKY,-727.6680737,30,DC,12039
2022-05-14,DgTbO,-727.1730707,33,DC,457
2022-05-14,TbTbLg,-723.0337788,1,DC,10033
2022-05-14,RRO,-719.3293515,30,DC,8596
2022-05-14,YKY,-718.9793892,30,DC,12040
2022-05-14,TbTbLg,-714.4447857,20,DC,10034
2022-05-14,DgTbO,-708.8804598,10,DC,458
2022-05-14,RRO,-708.3076713,97,DC,8597
2022-05-14,YKY,-706.2310861,9,DC,12041
2022-05-14,TbTbLg,-705.5538253,19,DC,10035
2022-05-14,YKY,-698.8656036,NA,DC,12042
2022-05-14,RRO,-698.5944575,3,DC,8598
2022-05-14,TbTbLg,-698.1587294,3,DC,10036
2022-05-14,DgTbO,-697.3785914,7,DC,459
2022-05-14,YKY,-690.7511987,8,DC,12043
2022-05-14,RRO,-690.0620726,12,DC,8599
2022-05-14,TbTbLg,-689.6680729,8,DC,10037
2022-05-14,DgTbO,-688.6462396,10,DC,460
2022-05-14,YKY,-684.3827309,170,DC,12044
2022-05-14,RRO,-680.1004576,10,DC,8600
2022-05-14,DgTbO,-674.9662111,33,DC,461
2022-05-14,YKY,-673.0582033,13,DC,12045
2022-05-14,RRO,-671.4279453,97,DC,8601
2022-05-14,RRO,-662.3752096,10,DC,8602
2022-05-14,DgTbO,-661.4833018,8,DC,462
2022-05-14,YKY,-658.130174,35,DC,12046
2022-05-14,DgTbO,-652.2088732,33,DC,463
2022-05-14,RRO,-652.1568883,12,DC,8603
2022-05-14,RRO,-641.5986045,12,DC,8604
2022-05-14,DgTbO,-640.4901751,8,DC,464
2022-05-14,YKY,-639.2806087,9,DC,12047
2022-05-14,DgTbO,-630.387845,8,DC,465
2022-05-14,YKY,-630.098483,167,DC,12048
2022-05-14,YKY,-625.6263089,9,DC,12049
2022-05-14,RRO,-624.8793679,9,DC,8605
2022-05-14,YKY,-617.5652968,8,DC,12050
2022-05-14,RRO,-616.4358099,8,DC,8606
2022-05-14,DgTbO,-616.2741556,8,DC,466
2022-05-14,YKY,-608.173472,167,DC,12051
2022-05-14,RRO,-605.9815962,30,DC,8607
2022-05-14,DgTbO,-605.0482539,20,DC,467
2022-05-14,RRO,-597.7197936,12,DC,8608
2022-05-14,YKY,-596.7879278,30,DC,12052
2022-05-14,DgTbO,-594.305292,33,DC,468
2022-05-14,RRO,-591.0315521,12,DC,8609
2022-05-14,YKY,-590.6779641,12,DC,12053
2022-05-14,DgTbO,-582.4683227,7,DC,469
2022-05-14,RRO,-581.355439,9,DC,8610
2022-05-14,DgTbO,-574.1006396,10,DC,470
2022-05-14,RRO,-572.8636387,10,DC,8611
2022-05-14,DgTbO,-563.1112801,8,DC,471
2022-05-14,RRO,-561.7420089,12,DC,8612
2022-05-14,YKY,-561.4904542,12,DC,12054
2022-05-14,RRO,-552.4950089,3,DC,8613
2022-05-14,YKY,-552.1814169,3,DC,12055
2022-05-14,DgTbO,-549.8649124,33,DC,472
2022-05-14,DgTbO,-404.8644806,25,DC,479
2022-05-14,DgTbO,-383.8614834,25,DC,480
2022-05-14,YKY,-383.4798161,3,DC,12056
2022-05-14,RRO,-343.8867678,3,DC,8615
2022-05-14,RRO,-329.2211822,12,DC,8616
2022-05-14,RRO,-311.2531038,12,DC,8617
2022-05-14,YKY,-310.7341792,171,DC,12058
2022-05-14,RRO,-292.5502811,12,DC,8618
2022-05-14,RRO,-274.8680283,10,DC,8619
2022-05-14,YKY,-269.7532918,35,DC,12059
2022-05-14,RRO,-256.920764,12,DC,8620
2022-05-14,RRO,-241.1312207,12,DC,8621
2022-05-14,RRO,-220.632136,12,DC,8622
2022-05-14,RRO,-194.9919859,12,DC,8623
2022-05-14,YKY,-185.1958073,35,DC,12060
2022-05-14,RRO,-169.4545388,10,DC,8624
2022-05-14,YKY,-112.8279922,35,DC,12061
2022-05-14,RRO,-65.75439095,10,DC,8625
2022-05-14,RRO,-44.0803521,10,DC,8626
2022-05-14,RRO,-26.49523148,12,DC,8627
2022-05-14,RRO,-6.105787691,10,DC,8628
2022-05-14,RRO,17.94555812,12,DC,8629
2022-05-14,RRO,46.58292845,5,DC,8630
2022-05-14,DgTbO,81.57510209,25,DC,483
2022-05-14,DgTbO,93.17552976,12,DC,484
2022-05-14,RRO,93.25018164,12,DC,8631
2022-05-14,DgTbO,109.0928533,25,PDC,485
2022-05-14,RRO,118.7872276,9,DC,8632
2022-05-14,RRO,145.9013671,NA,DC,8633
2022-05-14,RRO,167.3523264,5,DC,8634
2022-05-14,RRO,192.2216827,12,DC,8635
2022-05-14,RRO,220.9492471,5,DC,8636
2022-05-14,RRO,283.0042843,8,DC,8637
2022-05-14,DgTbO,437.5416954,25,PDC,489
2022-05-14,DgTbO,454.9472642,25,PDC,490
2022-05-14,RRO,460.6646994,8,DC,8638
2022-05-14,DgTbO,482.4847273,25,PDC,491
2022-05-14,RRO,486.3784736,9,DC,8639
2022-05-14,DgTbO,507.469505,25,PDC,492
2022-05-14,RRO,508.6051303,8,DC,8640
2022-05-14,DgTbO,531.0645968,25,PDC,493
2022-05-14,RRO,537.9814041,12,DC,8641
2022-05-14,DgTbO,557.8628652,25,PDC,494
2022-05-14,DgTbO,595.8870354,25,PDC,495
2022-05-14,RRO,595.9048378,12,DC,8642
2022-05-14,DgTbO,617.1955525,25,PDC,496
2022-05-14,RRO,618.7767219,12,DC,8643
2022-05-14,DgTbO,637.5086202,25,PDC,497
2022-05-14,RRO,647.0325021,12,DC,8644
2022-05-14,DgTbO,669.4911063,25,PDC,498
2022-05-14,RRO,685.3886571,12,DC,8645
2022-05-14,DgTbO,700.8921104,25,PDC,499
2022-05-14,RRO,712.6245494,8,DC,8646
2022-05-14,DgTbO,735.8905112,25,PDC,500
2022-05-14,RRO,741.8516506,5,DC,8647
2022-05-14,RRO,762.2605412,10,DC,8648
2022-05-14,DgTbO,783.2384308,25,PDC,501
2022-05-14,RRO,794.5376871,10,DC,8649
2022-05-14,DgTbO,832.0450068,25,PDC,502
2022-05-14,RRO,974.8067795,31,DC,8650
2022-05-16,RbDgY,-2510.191,3,DC,8987
2022-05-16,YKY,-2509.100906,19,DC,12066
2022-05-16,RbDgY,-2484.9949,3,DC,8988
2022-05-16,YKY,-2461.297086,19,DC,12067
2022-05-16,RbDgY,-2443.8705,3,DC,8989
2022-05-16,DgTbO,-2440.467534,4,DC,512
2022-05-16,YKY,-2434.182954,166,DC,12068
2022-05-16,DgTbO,-2431.963738,32,DC,513
2022-05-16,DgTbO,-2406.940274,8,DC,514
2022-05-16,RbDgY,-2406.9005,8,DC,8990
2022-05-16,YKY,-2405.100578,3,DC,12069
2022-05-16,RbDgY,-2379.359291,3,DC,8991
2022-05-16,YKY,-2378.610257,3,DC,12070
2022-05-16,DgTbO,-2376.997752,33,DC,515
2022-05-16,YKY,-2363.512827,9,DC,12071
2022-05-16,DgTbO,-2355.877667,33,DC,516
2022-05-16,RbDgY,-2347.586,8,DC,8992
2022-05-16,RRO,-2346.572962,12,DC,8655
2022-05-16,YKY,-2345.897464,8,DC,12072
2022-05-16,DgTbO,-2345.113494,12,DC,517
2022-05-16,DgTbO,-2333.692119,11,DC,518
2022-05-16,YKY,-2331.573064,19,DC,12073
2022-05-16,RRO,-2331.070871,13,DC,8656
2022-05-16,RbDgY,-2328.436049,9,DC,8993
2022-05-16,DgTbO,-2322.858243,32,DC,519
2022-05-16,YKY,-2314.697794,166,DC,12074
2022-05-16,RRO,-2312.752898,9,DC,8657
2022-05-16,DgTbO,-2312.502332,33,DC,520
2022-05-16,DgTbO,-2300.264433,10,DC,521
2022-05-16,YKY,-2297.962443,21,DC,12075
2022-05-16,TbTbLg,-2297.756858,9,DC,10049
2022-05-16,RbDgY,-2294.6475,3,DC,8994
2022-05-16,DgTbO,-2291.342418,7,DC,522
2022-05-16,DgTbO,-2285.865734,20,DC,523
2022-05-16,YKY,-2285.711693,27,DC,12076
2022-05-16,TbTbLg,-2283.794245,16,DC,10050
2022-05-16,RbDgY,-2283.0971,17,DC,8995
2022-05-16,DgTbO,-2277.391811,33,DC,524
2022-05-16,YKY,-2276.352176,19,DC,12077
2022-05-16,RbDgY,-2271.431663,17,DC,8996
2022-05-16,TbTbLg,-2267.961293,19,DC,10051
2022-05-16,YKY,-2267.057799,17,DC,12078
2022-05-16,DgTbO,-2264.49671,153,DC,525
2022-05-16,RbDgY,-2257.2405,21,DC,8997
2022-05-16,DgTbO,-2255.873423,33,DC,526
2022-05-16,YKY,-2255.175277,10,DC,12079
2022-05-16,TbTbLg,-2248.57747,19,DC,10052
2022-05-16,DgTbO,-2247.937211,10,DC,527
2022-05-16,YKY,-2246.086731,27,DC,12080
2022-05-16,RbDgY,-2243.8932,19,DC,8998
2022-05-16,DgTbO,-2241.126207,7,DC,528
2022-05-16,RRO,-2238.151835,98,DC,8658
2022-05-16,YKY,-2236.991426,1,DC,12081
2022-05-16,RbDgY,-2235.2636,20,DC,8999
2022-05-16,DgTbO,-2235.191474,11,DC,529
2022-05-16,DgTbO,-2227.526688,20,DC,530
2022-05-16,TbTbLg,-2226.258575,19,DC,10053
2022-05-16,YKY,-2225.931033,18,DC,12082
2022-05-16,RRO,-2224.04129,30,DC,8659
2022-05-16,RbDgY,-2223.7479,90,DC,9000
2022-05-16,DgTbO,-2221.609298,33,DC,531
2022-05-16,YKY,-2218.219334,19,DC,12083
2022-05-16,RbDgY,-2213.7364,27,DC,9001
